Zipcode,Population,Poverty Rate
02542,1155.0,2.857142857142857
02543,736.0,8.559782608695652
02553,210.0,0.0
02554,9843.0,10.311896779437163
02556,2852.0,8.695652173913043
02557,4563.0,7.670392285776901
02558,1489.0,15.782404298186702
02559,4056.0,10.083826429980276
02561,468.0,32.9059829059829
02562,3371.0,11.865915158706615
02563,9616.0,4.752495840266223
02564,381.0,8.661417322834646
02568,3995.0,16.07008760951189
02571,10497.0,11.193674383157093
02575,2628.0,9.665144596651446
02576,4888.0,2.8436988543371524
02584,0.0,
02601,13552.0,23.12573789846517
02630,2113.0,25.650733554188356
02631,9610.0,7.0135275754422475
02632,11543.0,5.423200207918219
02633,3868.0,9.022750775594622
02635,3355.0,1.9374068554396424
02637,84.0,0.0
02638,3355.0,8.464977645305515
02639,3138.0,26.76864244741874
02641,355.0,3.0985915492957745
02642,4919.0,6.769668631835739
02643,17.0,0.0
02644,4469.0,3.132691877377489
02645,9487.0,9.26531042479182
02646,1946.0,3.1860226104830422
02647,129.0,0.0
02648,6898.0,5.537837054218614
02649,14000.0,7.128571428571429
02650,1222.0,6.710310965630114
02651,26.0,0.0
02652,1133.0,7.502206531332745
02653,5982.0,3.326646606486125
02655,3943.0,6.289627187420746
02657,2964.0,12.246963562753036
02659,837.0,3.942652329749104
02660,6018.0,15.254237288135593
02663,121.0,0.0
02664,9487.0,11.057236217982503
02666,598.0,17.391304347826086
02667,2891.0,13.178830854375649
02668,2755.0,5.117967332123412
02669,211.0,0.0
02670,1302.0,25.038402457757297
02671,844.0,5.0947867298578196
02672,150.0,0.0
02673,8407.0,6.696800285476389
02675,6254.0,5.852254557083467
02702,4567.0,7.006787825706152
02703,43677.0,8.862788195159924
02713,114.0,5.2631578947368425
02715,3195.0,5.915492957746479
02717,4356.0,3.558310376492195
02718,6774.0,5.181576616474756
02719,15952.0,10.155466399197593
02720,30811.0,16.890071727629742
02721,26141.0,26.98060517960292
02723,14298.0,27.60525947684991
02724,16769.0,25.004472538612916
02725,2717.0,5.704821494295179
02726,15524.0,6.6928626642617886
02738,4915.0,3.5808748728382502
02739,6086.0,3.006901084456129
02740,43308.0,24.515101136048767
02743,10321.0,3.710880728611569
02744,11722.0,26.52277768298925
02745,24830.0,10.483286347160693
02746,14835.0,37.000337040781936
02747,22092.0,4.553684591707405
02748,12591.0,6.19490111984751
02760,27081.0,4.3499132232930835
02762,8429.0,5.516668643967256
02763,1638.0,2.5641025641025643
02764,3926.0,2.7508914926133468
02766,19209.0,4.565568223228695
02767,13450.0,6.617100371747212
02769,11664.0,3.3521947873799727
02770,5275.0,5.118483412322274
02771,13932.0,4.414298018949181
02777,15943.0,6.849400991030547
02779,6452.0,5.936143831370118
02780,49151.0,13.712844092693944
02790,16154.0,3.2375882134455862
02791,80.0,0.0
02802,919.0,0.0
02804,2587.0,3.285659064553537
02806,16298.0,1.4725733218799852
02807,836.0,10.047846889952153
02808,2202.0,10.490463215258856
02809,22531.0,7.589543295903422
02812,1969.0,0.4570848146267141
02813,7821.0,9.845288326300984
02814,7477.0,3.3837100441353485
02815,200.0,0.0
02816,32800.0,8.262195121951219
02817,6102.0,6.325794821370042
02818,18241.0,4.676278712789869
02822,6460.0,9.287925696594428
02825,5305.0,4.3732327992459945
02826,637.0,8.791208791208792
02827,2067.0,9.57910014513788
02828,7403.0,4.214507632041064
02830,6356.0,4.798615481434864
02831,3129.0,6.13614573346117
02832,5263.0,4.199125973779213
02833,513.0,5.0682261208577
02835,5423.0,6.859671768393878
02836,103.0,0.0
02837,3490.0,7.707736389684814
02838,3615.0,11.867219917012449
02839,1617.0,9.214594928880643
02840,23306.0,10.014588517978202
02841,1066.0,0.0
02842,16116.0,9.43782576321668
02852,22567.0,7.652767315106129
02857,8919.0,5.7405538737526625
02858,605.0,0.0
02859,6932.0,9.737449509521062
02860,43862.0,25.354520997674523
02861,27431.0,9.033575152200065
02863,19387.0,30.1387527724764
02864,33429.0,5.4054862544497295
02865,16881.0,4.063740299745276
02871,17155.0,7.758670941416496
02872,184.0,0.0
02873,181.0,11.049723756906078
02874,6077.0,4.805002468323186
02875,428.0,10.981308411214954
02876,237.0,0.0
02878,15805.0,4.859221765264157
02879,20675.0,5.175332527206772
02881,7681.0,6.158052336935295
02882,13966.0,17.614205928683948
02885,10597.0,9.540435972445032
02886,28758.0,7.413589262118367
02888,19551.0,6.756687637461
02889,28571.0,7.871618074271114
02891,21248.0,10.796310240963855
02892,4256.0,3.3834586466165413
02893,29416.0,14.88645635028556
02894,563.0,8.52575488454707
02895,41113.0,25.25235327025515
02896,11782.0,4.710575454082499
02898,1231.0,8.935824532900082
02903,10613.0,26.081221143880146
02904,28793.0,19.157434098565624
02905,25285.0,28.88273680047459
02906,28920.0,14.26002766251729
02907,27448.0,31.098805013115708
02908,36842.0,22.186634818956627
02909,43752.0,31.94368257451088
02910,20135.0,11.16463868885026
02911,15811.0,11.188413130099297
02912,1850.0,0.0
02914,21978.0,15.333515333515333
02915,16381.0,7.624687137537391
02916,8700.0,5.275862068965517
02917,14051.0,2.583446018077005
02919,28910.0,9.48806641300588
02920,38679.0,10.008014684971172
02921,12207.0,2.4002621446710903
03031,11283.0,2.862713817247186
03032,5027.0,3.481201511836085
03033,5023.0,2.1501094963169423
03034,3961.0,4.392830093410755
03036,4789.0,5.784088536228857
03037,4248.0,3.413370998116761
03038,33417.0,7.181973247149655
03042,6460.0,4.365325077399381
03043,1547.0,4.912734324499031
03044,4290.0,2.5174825174825175
03045,13742.0,3.7549119487701934
03046,2774.0,7.534246575342466
03047,1496.0,6.216577540106952
03048,3513.0,11.07315684600057
03049,7700.0,1.4415584415584415
03051,24541.0,4.490444562161281
03052,8299.0,2.3376310398843234
03053,24013.0,2.777662099695998
03054,25538.0,4.131098754796773
03055,15067.0,6.683480453972257
03057,2534.0,7.379636937647987
03060,28959.0,20.14572326392486
03062,27338.0,3.2994366815421756
03063,15936.0,4.618473895582329
03064,14533.0,11.649349755728343
03070,5291.0,2.664902664902665
03071,5112.0,4.7339593114241
03076,12960.0,4.621913580246914
03077,10218.0,6.517909571344686
03079,28820.0,4.514226231783484
03082,1515.0,5.346534653465347
03084,1605.0,8.411214953271028
03086,3812.0,7.397691500524659
03087,13777.0,3.367932060680845
03101,2940.0,25.408163265306122
03102,31806.0,14.302332893164811
03103,36432.0,16.847826086956523
03104,33145.0,11.042389500678835
03106,13470.0,2.4053452115812917
03109,9711.0,3.161363402327258
03110,21339.0,3.7115141290594686
03215,240.0,4.166666666666667
03216,2138.0,8.606173994387278
03217,1796.0,18.318485523385302
03218,893.0,4.927211646136618
03220,7337.0,7.278179092272046
03221,2014.0,4.07149950347567
03222,5684.0,9.35960591133005
03223,3384.0,4.284869976359338
03224,2290.0,3.7117903930131004
03225,3700.0,2.72972972972973
03226,994.0,7.344064386317908
03227,1039.0,4.908565928777671
03229,5594.0,3.0568466213800503
03230,1371.0,11.524434719183079
03231,313.0,15.335463258785943
03233,96.0,11.458333333333334
03234,4596.0,3.372497824194952
03235,8596.0,20.300139599813868
03237,2155.0,8.584686774941995
03238,89.0,0.0
03240,1318.0,14.339908952959028
03241,838.0,18.4964200477327
03242,4815.0,5.29595015576324
03243,1200.0,4.25
03244,7988.0,11.742613920881322
03245,1674.0,5.615292712066906
03246,16001.0,14.661583651021811
03249,7136.0,7.3991031390134525
03251,1264.0,24.050632911392405
03253,6284.0,12.014640356460854
03254,4065.0,3.6162361623616235
03255,1968.0,6.554878048780488
03256,2288.0,10.62062937062937
03257,4584.0,4.930191972076789
03258,2519.0,5.438666137356094
03259,303.0,1.9801980198019802
03260,805.0,6.086956521739131
03261,4253.0,7.171408417587585
03262,1111.0,3.7803780378037803
03263,4101.0,19.751280175566936
03264,7469.0,16.22707189717499
03266,2234.0,17.233661593554164
03268,1295.0,4.942084942084942
03269,2966.0,1.517194875252866
03273,279.0,4.659498207885305
03275,11447.0,7.818642439067005
03276,8394.0,13.176078151060281
03278,2991.0,6.41925777331996
03279,650.0,17.692307692307693
03280,1074.0,11.731843575418994
03281,8828.0,1.9370185772541912
03282,900.0,14.88888888888889
03284,1140.0,3.245614035087719
03285,2473.0,5.539830165790538
03287,1286.0,7.9315707620528775
03290,4747.0,3.370549820939541
03291,34.0,0.0
03293,87.0,0.0
03301,32665.0,10.075003826725853
03303,15665.0,9.23715288860517
03304,7573.0,2.442889211673049
03307,5321.0,7.329449351625635
03431,25563.0,14.28627312913195
03440,2639.0,10.15536187949981
03441,584.0,0.0
03442,1497.0,6.279225116900467
03443,918.0,1.3071895424836601
03444,1674.0,6.152927120669056
03445,697.0,6.456241032998565
03446,6131.0,11.042244332082857
03447,2567.0,4.596805609661083
03448,662.0,12.084592145015106
03449,1791.0,5.8068118369625905
03450,860.0,2.558139534883721
03451,4018.0,7.366849178695869
03452,5440.0,7.8125
03455,1922.0,4.0062434963579605
03456,782.0,3.9641943734015346
03457,695.0,4.460431654676259
03458,6678.0,3.908355795148248
03461,5950.0,13.478991596638656
03462,1840.0,6.467391304347826
03464,1053.0,4.273504273504273
03465,2313.0,12.45136186770428
03466,888.0,0.0
03467,1923.0,5.824232969318773
03470,4660.0,18.369098712446352
03561,5941.0,8.769567412893453
03570,9836.0,15.117934119560797
03574,2529.0,14.31395808620008
03575,106.0,73.58490566037736
03576,3277.0,14.281354897772353
03579,419.0,14.797136038186158
03580,1515.0,2.9702970297029703
03581,3179.0,6.700220195029884
03582,2542.0,14.752163650668765
03583,864.0,6.828703703703703
03584,3657.0,11.101996171725458
03585,2593.0,11.37678364828384
03586,574.0,9.40766550522648
03588,1642.0,6.760048721071864
03590,977.0,27.635619242579324
03592,1300.0,12.923076923076923
03593,459.0,2.396514161220044
03595,838.0,15.871121718377088
03597,375.0,13.866666666666667
03598,3119.0,9.426098108368066
03601,553.0,4.3399638336347195
03602,2759.0,6.1978977890540055
03603,5324.0,10.030052592036062
03604,237.0,18.565400843881857
03605,1189.0,10.260723296888141
03607,293.0,8.532423208191126
03608,2304.0,2.7777777777777777
03609,1179.0,11.789652247667515
03740,747.0,10.307898259705489
03741,4261.0,10.772119220840178
00601,18450.0,58.62330623306233
00602,41302.0,54.25645247203525
00603,53683.0,48.8422778160684
00606,6591.0,56.45577302382036
00610,28963.0,50.302109588095156
00612,68055.0,45.10322533245169
00616,10183.0,47.215948148875576
00617,24879.0,53.707946460870616
00622,6165.0,60.01622060016221
00623,44704.0,47.69595561918396
00624,25340.0,59.5698500394633
00627,34806.0,44.65034764121128
00631,1747.0,51.86033199771036
00637,24996.0,49.54392702832453
00638,18742.0,60.13765873439334
00641,30401.0,55.64619584882076
00646,38303.0,35.67605670574106
00647,5640.0,54.07801418439716
00650,14969.0,54.619547063932124
00652,3461.0,50.332273909274775
00653,13461.0,66.7855285639997
00656,21172.0,52.9331192140563
00659,41932.0,46.10321472860822
00660,17151.0,32.441257069558624
00662,43535.0,54.65487538761916
00664,16508.0,51.865762054761326
00667,25797.0,60.21242780168237
00669,28984.0,62.103229367927135
00670,9689.0,57.044070595520694
00674,43848.0,46.4696223316913
00676,39916.0,52.40004008417677
00677,15108.0,53.37569499602859
00678,27229.0,57.50853869036689
00680,56003.0,49.88125636126636
00682,32509.0,52.45624288658525
00683,33442.0,45.42491477782429
00685,41947.0,55.00989343695616
00687,32609.0,55.81587905179552
00688,13340.0,54.01799100449775
00690,6299.0,44.78488648991903
00692,37618.0,49.20250943697166
00693,60211.0,50.46918337180914
00694,157.0,84.07643312101911
00698,41179.0,53.704558148570875
00703,29153.0,54.48838884505883
00704,7867.0,54.29007245455701
00705,25373.0,48.31119694163087
00707,12070.0,56.048053024026515
00714,19443.0,51.62269197140359
00715,4315.0,67.5782155272306
00716,32180.0,47.973896830329394
00717,17972.0,58.46872913420877
00718,26767.0,51.69425038293421
00719,30793.0,51.42402494073328
00720,23080.0,59.70970537261699
00723,19017.0,55.534521743703
00725,90206.0,41.499456798882555
00727,56972.0,30.871305202555643
00728,42692.0,47.58502763983885
00729,54768.0,40.779287174992696
00730,37931.0,50.7948643589676
00731,14525.0,53.09466437177281
00735,13495.0,41.830307521304185
00736,51576.0,40.04575771676749
00738,34492.0,40.33399049054853
00739,38673.0,37.31802549582396
00740,1760.0,64.20454545454545
00741,5025.0,44.17910447761194
00745,54681.0,39.25678023445072
00751,23430.0,59.052496798975675
00754,40330.0,45.96082320852963
00757,23231.0,48.99487753432913
00765,9206.0,42.61351292635238
00766,25991.0,53.58393289984995
00767,37442.0,51.22055445756103
00769,40026.0,50.70704042372458
00771,38504.0,48.93257843340952
00772,21712.0,53.24705232129698
00773,19918.0,43.076614117883324
00775,1478.0,53.58592692828146
00777,40892.0,46.0652450357038
00778,46109.0,35.25125246698042
00780,13418.0,41.39215978536294
00782,18504.0,58.1441850410722
00783,36466.0,52.57225909065979
00784,43746.0,47.82608695652174
00786,335.0,3.582089552238806
00791,52760.0,42.44882486732373
00794,30688.0,58.15628258602711
00795,47580.0,52.46952501050862
00901,6444.0,43.18746120422098
00906,36.0,0.0
00907,17696.0,28.130650994575046
00909,5910.0,50.642978003384094
00911,7595.0,28.12376563528637
00912,6541.0,43.54074300565663
00913,8255.0,70.63597819503332
00915,31812.0,59.5278511253615
00917,20557.0,47.34640268521672
00918,16472.0,38.064594463331716
00920,18540.0,32.06580366774541
00921,38077.0,45.51829188223862
00923,28618.0,51.09022293661332
00924,58061.0,45.724324417423055
00925,6877.0,52.23207794096263
00926,107139.0,26.23134432839582
00927,15340.0,22.28161668839635
00934,245.0,30.20408163265306
00936,1151.0,0.0
00949,81758.0,36.65207074537048
00950,0.0,
00951,16.0,100.0
00952,9611.0,42.399334096347935
00953,73236.0,34.77934349227156
00956,77151.0,38.58407538463533
00957,46252.0,37.99619475914555
00959,48495.0,31.541396020208268
00960,1496.0,0.8021390374331551
00961,32691.0,26.649536569698082
00962,21717.0,54.45963991343187
00965,8988.0,55.40720961281709
00966,16371.0,17.158389835685053
00968,3532.0,9.881087202718007
00969,42756.0,16.70408831509028
00971,30410.0,38.24071029266688
00976,63387.0,30.993736886112295
00979,16248.0,19.07311669128508
00982,16216.0,30.61790823877652
00983,41590.0,30.928107718201492
00985,36507.0,33.61547100556058
00987,59324.0,27.933045647629964
01001,17245.0,8.912728327051319
01002,29266.0,25.34681883414201
01003,11032.0,0.009064539521392313
01005,5356.0,4.686333084391337
01007,14673.0,8.314591426429496
01008,1144.0,4.6328671328671325
01009,716.0,21.368715083798882
01010,3635.0,6.1072902338376895
01011,1414.0,9.123055162659123
01012,577.0,7.279029462738301
01013,22113.0,16.872427983539094
01020,30571.0,10.346406725327926
01022,2794.0,19.720830350751612
01026,1057.0,7.947019867549669
01027,17605.0,6.804884975859131
01028,15816.0,4.26783004552352
01029,596.0,9.563758389261745
01030,11310.0,10.99027409372237
01031,1484.0,18.598382749326145
01032,570.0,3.6842105263157894
01033,6182.0,3.591070850857328
01034,2174.0,5.93376264949402
01035,5254.0,7.670346402740769
01036,5129.0,4.5038019107038405
01037,624.0,9.294871794871796
01038,2832.0,8.333333333333334
01039,1566.0,7.2796934865900385
01040,40029.0,30.722726023632866
01050,2548.0,8.241758241758241
01053,1909.0,14.457831325301205
01054,1759.0,10.346787947697555
01056,21247.0,4.8242104767731915
01057,8707.0,10.531756058343861
01060,15026.0,14.674564088912552
01062,11007.0,9.657490687744163
01063,644.0,0.0
01066,0.0,
01068,1839.0,4.567699836867863
01069,8975.0,7.543175487465181
01070,579.0,6.217616580310881
01071,1401.0,2.0699500356887937
01072,1464.0,8.401639344262295
01073,5878.0,3.8788703640694115
01074,56.0,0.0
01075,17796.0,6.394695437176893
01077,9552.0,4.533082077051926
01079,495.0,8.080808080808081
01080,2012.0,18.041749502982107
01081,1703.0,5.519671168526131
01082,10318.0,13.297150610583447
01083,3137.0,10.647115078100096
01084,209.0,5.741626794258373
01085,40721.0,9.061663515139609
01086,1219.0,0.0
01088,451.0,24.390243902439025
01089,28498.0,12.19383816408169
01092,1080.0,18.333333333333332
01093,282.0,7.446808510638298
01094,340.0,7.0588235294117645
01095,14344.0,4.677914110429448
01096,2249.0,4.624277456647399
01097,83.0,3.6144578313253013
01098,1081.0,4.902867715078631
01103,2556.0,48.6697965571205
01104,23083.0,27.557076636485725
01105,12360.0,50.63915857605178
01106,16018.0,4.675989511799226
01107,11271.0,42.773489486292256
01108,25755.0,27.338380896913222
01109,31429.0,29.946864360940534
01118,13722.0,10.195306806587961
01119,13962.0,15.807190946855751
01128,2468.0,1.2965964343598055
01129,7505.0,14.616922051965357
01151,9134.0,38.29647470987519
01199,0.0,
01201,45887.0,16.38372523808486
01220,8586.0,11.087817377125553
01222,805.0,2.2360248447204967
01223,2346.0,9.121909633418586
01224,322.0,4.037267080745342
01225,3059.0,12.324288983327884
01226,6981.0,10.829394069617534
01229,111.0,0.0
01230,8200.0,8.182926829268293
01235,3032.0,5.54089709762533
01236,1631.0,3.065603923973023
01237,2509.0,1.1159824631327222
01238,6198.0,9.131978057437884
01240,4818.0,14.44582814445828
01242,155.0,1.935483870967742
01243,345.0,1.4492753623188406
01244,150.0,13.333333333333334
01245,726.0,12.809917355371901
01247,16025.0,16.006240249609984
01253,742.0,7.816711590296496
01254,997.0,2.407221664994985
01255,930.0,4.193548387096774
01256,675.0,7.2592592592592595
01257,2183.0,14.979386165826844
01258,304.0,8.881578947368421
01259,613.0,3.2626427406199023
01260,240.0,4.583333333333333
01262,1257.0,12.171837708830548
01264,167.0,23.353293413173652
01266,1433.0,4.256803907885555
01267,7985.0,4.621164683782092
01270,806.0,7.6923076923076925
01301,17806.0,14.708525216219252
01330,1540.0,6.363636363636363
01331,13383.0,13.98789509078682
01337,2609.0,4.4844768110387125
01338,169.0,2.9585798816568047
01339,1597.0,14.777708202880401
01340,1784.0,10.48206278026906
01341,1605.0,5.669781931464175
01342,1506.0,4.913678618857902
01343,76.0,0.0
01344,1526.0,9.239842726081259
01346,448.0,10.9375
01347,93.0,22.580645161290324
01349,844.0,16.232227488151658
01350,117.0,11.11111111111111
01351,2253.0,8.5219707057257
01354,1532.0,8.485639686684074
01355,990.0,6.96969696969697
01360,3033.0,4.451038575667655
01364,7960.0,12.361809045226131
01366,1294.0,7.109737248840804
01367,590.0,16.440677966101696
01368,1161.0,13.867355727820843
01370,4113.0,7.512764405543399
01373,4441.0,4.526007655933348
01375,3692.0,20.937161430119176
01376,5513.0,23.725739161980773
01378,639.0,10.641627543035995
01379,957.0,14.733542319749215
01420,40358.0,19.48560384558204
01430,6119.0,6.896551724137931
01431,3114.0,5.5876685934489405
01432,7061.0,10.36680356889959
01434,1702.0,11.280846063454758
01436,3838.0,8.780614903595623
01438,359.0,36.768802228412255
01440,20388.0,13.507945850500294
01450,10842.0,3.7170263788968825
01451,4964.0,5.560032232070911
01452,4398.0,6.1164165529786265
01453,41002.0,10.338520072191601
01460,9038.0,3.2639964593936712
01462,10549.0,8.171390653142478
01463,11645.0,5.006440532417346
01464,7435.0,11.257565568258238
01467,398.0,15.577889447236181
01468,3710.0,13.800539083557952
01469,7044.0,4.997160704145372
01473,7320.0,4.385245901639344
01474,1993.0,5.720020070245861
01475,10386.0,10.09050645099172
01501,16089.0,3.61116290633352
01503,2886.0,2.46015246015246
01504,9035.0,4.72606530160487
01505,4366.0,2.4278515803939533
01506,3382.0,5.617977528089888
01507,13034.0,4.242749731471536
01510,13634.0,9.388293970954965
01515,2253.0,5.281846426986241
01516,8575.0,4.209912536443149
01518,2689.0,13.57381926366679
01519,6514.0,7.537611298741173
01520,14354.0,2.967813849797966
01521,2442.0,7.78050778050778
01522,3145.0,2.3529411764705883
01523,7680.0,10.15625
01524,6940.0,5.115273775216139
01525,145.0,0.0
01527,13264.0,5.247285886610374
01529,3197.0,9.50891460744448
01531,1053.0,6.362773029439696
01532,14529.0,3.668525018927662
01534,5299.0,0.5661445555765239
01535,4706.0,6.544836379090523
01536,7042.0,7.938085771087759
01537,2458.0,11.676159479251425
01540,11148.0,5.319339791890922
01541,3424.0,4.731308411214953
01542,1782.0,4.713804713804714
01543,8075.0,4.247678018575852
01545,35575.0,4.891075193253689
01550,16741.0,16.89265874201063
01560,4531.0,6.312072390200838
01561,174.0,0.0
01562,11733.0,10.253132191255434
01564,7839.0,5.000637836458732
01566,6617.0,5.984585159437811
01568,7431.0,6.405598169829094
01569,13559.0,5.332251640976473
01570,16782.0,14.634727684423787
01571,11445.0,7.313237221494102
01581,18371.0,3.8811169778455175
01583,7698.0,3.806183424266043
01585,4646.0,10.03013344812742
01588,10350.0,7.497584541062802
01590,8943.0,3.376942860337694
01602,23707.0,10.954570380056524
01603,19385.0,20.484911013670363
01604,34720.0,15.90725806451613
01605,27279.0,26.18131163165805
01606,19495.0,7.961015645037189
01607,8957.0,18.15339957575081
01608,3558.0,53.288364249578414
01609,21178.0,20.932099348380394
01610,23964.0,33.041228509430816
01611,2481.0,3.2245062474808543
01612,4856.0,4.612850082372323
01701,31435.0,5.2457451884841735
01702,38020.0,15.015781167806418
01718,343.0,0.0
01719,5048.0,2.6743264659270998
01720,21804.0,2.4536782241790496
01721,16792.0,4.817770366841353
01730,13649.0,3.941680709209466
01731,1717.0,4.9504950495049505
01740,4967.0,2.778337024360781
01741,4918.0,5.591703944692965
01742,18586.0,3.9492090821048103
01745,305.0,0.0
01746,13811.0,3.786836579538049
01747,5928.0,1.9568151147098516
01748,15271.0,2.1020234431274964
01749,19263.0,6.509889425323158
